source,target,mode_of_regulation,weight
AHRR,PSMB6,1,1
AHRR,PSMC2,1,1
AHRR,PSMD6,1,1
AHRR,PSMD9,1,1
AHRR,PSMG3,1,1
AHRR,PSMG3-AS1,1,1
AHRR,PSPC1,1,1
AHRR,PTCD1,1,1
AHRR,PTCD3,1,1
AHRR,PTGES2,1,1
AHRR,PTGES2-AS1,1,1
AHRR,PTGES3,1,1
AHRR,PTK2B,1,1
AHRR,PTMA,1,1
AHRR,PTP4A1,1,1
AHRR,PTPRG-AS1,1,1
AHRR,PTRH2,1,1
AHRR,PUS10,1,1
AHRR,PWP1,1,1
AHRR,PWWP2A,1,1
AHRR,PYCR3,1,1
AHRR,QSOX1,1,1
AHRR,R3HDM2,1,1
AHRR,R3HDM2-DT,1,1
AHRR,RAB11A,1,1
AHRR,RAB6C-AS1,1,1
AHRR,RAB8A,1,1
AHRR,RABGAP1L,1,1
AHRR,RABGGTA,1,1
AHRR,RABL3,1,1
AHRR,RAD1,1,1
AHRR,RAD50,1,1
AHRR,RAD51C,1,1
AHRR,RAD9A,1,1
AHRR,RALGAPA2,1,1
AHRR,RANBP2,1,1
AHRR,RAP2C-AS1,1,1
AHRR,RARG,1,1
AHRR,RASA3,1,1
AHRR,RASSF1,1,1
AHRR,RASSF1-AS1,1,1
AHRR,RBBP8,1,1
AHRR,RBBP8NL,1,1
AHRR,RBIS,1,1
AHRR,RBM17,1,1
AHRR,RBM18,1,1
AHRR,RBM28,1,1
AHRR,RBM48,1,1
AHRR,RBPJ,1,1
AHRR,RCC2,1,1
AHRR,RCOR1,1,1
AHRR,RECQL5,1,1
AHRR,REL-DT,1,1
AHRR,RELA,1,1
AHRR,RERG,1,1
AHRR,RETSAT,1,1
AHRR,REV3L,1,1
AHRR,REXO4,1,1
AHRR,RGMB-AS1,1,1
AHRR,RGS20,1,1
AHRR,RGS5,1,1
AHRR,RGS6,1,1
AHRR,RHOA,1,1
AHRR,RHOXF1P1,1,1
AHRR,RIC8A,1,1
AHRR,RIDA,1,1
AHRR,RIN1,1,1
AHRR,RIPK4,1,1
AHRR,RIPOR2,1,1
AHRR,RMRP,1,1
AHRR,RN7SL446P,1,1
AHRR,RNA5S17,1,1
AHRR,RNASE4,1,1
AHRR,RNF121,1,1
AHRR,RNF139,1,1
AHRR,RNF139-DT,1,1
AHRR,RNF150,1,1
AHRR,RNF224,1,1
AHRR,RNF43,1,1
AHRR,RNF7,1,1
AHRR,RNFT1,1,1
AHRR,RNFT2,1,1
AHRR,RNH1,1,1
AHRR,RNU11,1,1
AHRR,RNU6-1,1,1
AHRR,RNU6-2,1,1
AHRR,RNU6-369P,1,1
AHRR,RNU6-450P,1,1
AHRR,RNU6-8,1,1
AHRR,RNU6-9,1,1
AHRR,RNU7-27P,1,1
AHRR,RNVU1-14,1,1
AHRR,RNVU1-15,1,1
AHRR,RNVU1-2,1,1
AHRR,RNVU1-21,1,1
AHRR,RNVU1-2A,1,1
AHRR,RNVU1-3,1,1
AHRR,RNVU1-30,1,1
AHRR,RNVU1-6,1,1
AHRR,ROCK1P1,1,1
AHRR,RPAP3,1,1
AHRR,RPAP3-DT,1,1
AHRR,RPL18,1,1
AHRR,RPL22,1,1
AHRR,RPL22L1,1,1
AHRR,RPL26L1,1,1
AHRR,RPL26L1-AS1,1,1
AHRR,RPL30P11,1,1
AHRR,RPRD1B,1,1
AHRR,RPRM,1,1
AHRR,RPS10,1,1
AHRR,RPS10-NUDT3,1,1
AHRR,RPS10P7,1,1
AHRR,RPS12,1,1
AHRR,RPS18,1,1
AHRR,RPS29P16,1,1
AHRR,RPS6KA2,1,1
AHRR,RPS6KA5,1,1
AHRR,RPS6KB1,1,1
AHRR,RPSA,1,1
AHRR,RPSAP31,1,1
AHRR,RRAGAP1-AS1,1,1
AHRR,RRM2B,1,1
AHRR,RRN3,1,1
AHRR,RRP12,1,1
AHRR,RRP8,1,1
AHRR,RSAD1,1,1
AHRR,RSBN1,1,1
AHRR,RSU1,1,1
AHRR,RTBDN,1,1
AHRR,RTEL1,1,1
AHRR,RTF2,1,1
AHRR,RUFY1,1,1
AHRR,RUNX1T1,1,1
AHRR,RYBP,1,1
AHRR,S100PBP,1,1
AHRR,SAAL1,1,1
AHRR,SAC3D1,1,1
AHRR,SALL4,1,1
AHRR,SAMD12,1,1
AHRR,SAMD4A,1,1
AHRR,SAR1B,1,1
AHRR,SAYSD1,1,1
AHRR,SBNO1,1,1
AHRR,SC5D,1,1
AHRR,SCAANT1,1,1
AHRR,SCAND1,1,1
AHRR,SCAP,1,1
AHRR,SCARNA2,1,1
AHRR,SCARNA20,1,1
AHRR,SCGB2B3P,1,1
AHRR,SCIN,1,1
AHRR,SCNN1A,1,1
AHRR,SCYL2,1,1
AHRR,SDCBP,1,1
AHRR,SEC11A,1,1
AHRR,SEC16A,1,1
AHRR,SEC22B,1,1
AHRR,SEC63,1,1
AHRR,SECISBP2L,1,1
AHRR,SECTM1,1,1
AHRR,SELENBP1,1,1
AHRR,SELENOKP3,1,1
AHRR,SEMA4C,1,1
AHRR,SEPHS1,1,1
AHRR,SEPTIN1,1,1
AHRR,SERTAD2,1,1
AHRR,SETD9,1,1
AHRR,SETMAR,1,1
AHRR,SF3B2,1,1
AHRR,SFT2D3,1,1
AHRR,SFXN2,1,1
AHRR,SGF29,1,1
AHRR,SGO2,1,1
AHRR,SIKE1,1,1
AHRR,SIL1,1,1
AHRR,SIPA1L1,1,1
AHRR,SLC16A7,1,1
AHRR,SLC1A5,1,1
AHRR,SLC25A19,1,1
AHRR,SLC25A30,1,1
AHRR,SLC25A45,1,1
AHRR,SLC25A5,1,1
AHRR,SLC25A5-AS1,1,1
AHRR,SLC27A2,1,1
AHRR,SLC27A5,1,1
AHRR,SLC29A2,1,1
AHRR,SLC2A11,1,1
AHRR,SLC2A4RG,1,1
AHRR,SLC30A1,1,1
AHRR,SLC30A6,1,1
AHRR,SLC35A4,1,1
AHRR,SLC38A1,1,1
AHRR,SLC3A2,1,1
AHRR,SLC44A1,1,1
AHRR,SLC6A6,1,1
AHRR,SLC7A1,1,1
AHRR,SLC7A5P2,1,1
AHRR,SLC9A6,1,1
AHRR,SLC9A8,1,1
AHRR,SLFN5,1,1
AHRR,SLIRP,1,1
AHRR,SLX9,1,1
AHRR,SMAD2,1,1
AHRR,SMAP1,1,1
AHRR,SMAP2,1,1
AHRR,SMARCC2,1,1
AHRR,SMARCD2,1,1
AHRR,SMC2,1,1
AHRR,SMG1P3,1,1
AHRR,SMPD2,1,1
AHRR,SMPD4BP,1,1
AHRR,SMPDL3A,1,1
AHRR,SNAI3-AS1,1,1
AHRR,SNHG10,1,1
AHRR,SNHG17,1,1
AHRR,SNHG7,1,1
AHRR,SNORA17B,1,1
AHRR,SNORA84,1,1
AHRR,SNORD101,1,1
AHRR,SNORD126,1,1
AHRR,SNORD12C,1,1
AHRR,SNRNP25,1,1
AHRR,SNRNP48,1,1
AHRR,SNRPA,1,1
AHRR,SNUPN,1,1
AHRR,SNX11,1,1
AHRR,SNX12,1,1
AHRR,SNX14,1,1
AHRR,SNX16,1,1
AHRR,SNX8,1,1
AHRR,SOCS3,1,1
AHRR,SORBS3,1,1
AHRR,SOS1,1,1
AHRR,SOX6,1,1
AHRR,SP1,1,1
AHRR,SP2-AS1,1,1
AHRR,SP3,1,1
AHRR,SPAG17,1,1
AHRR,SPATA2,1,1
AHRR,SPATS2L,1,1
AHRR,SPEN-AS1,1,1
AHRR,SPG21,1,1
AHRR,SPHK2,1,1
AHRR,SPICE1,1,1
AHRR,SPIN1,1,1
AHRR,SPIRE2,1,1
AHRR,SPRED1,1,1
AHRR,SPRING1,1,1
AHRR,SPRY4-AS1,1,1
AHRR,SRBD1,1,1
AHRR,SRCAP,1,1
AHRR,SRPK1,1,1
AHRR,SRSF1,1,1
AHRR,SS18,1,1
AHRR,SSBP2,1,1
AHRR,SSR4P1,1,1
AHRR,STAG2,1,1
AHRR,STAG2-AS1,1,1
AHRR,STAG3L5P,1,1
AHRR,STAM2,1,1
AHRR,STARD7,1,1
AHRR,STAT1,1,1
AHRR,STAT4-AS1,1,1
AHRR,STAT6,1,1
AHRR,STAU2-AS1,1,1
AHRR,STC2,1,1
AHRR,STIP1,1,1
AHRR,STK32C,1,1
AHRR,STMN3,1,1
AHRR,STON1-GTF2A1L,1,1
AHRR,STRN,1,1
AHRR,STX10,1,1
AHRR,SUGCT,1,1
AHRR,SUN1,1,1
AHRR,SUPT16H,1,1
AHRR,SUPT5H,1,1
AHRR,SUSD6,1,1
AHRR,SV2C,1,1
AHRR,SWT1,1,1
AHRR,SYBU,1,1
AHRR,SYBU-AS1,1,1
AHRR,SYMPK,1,1
AHRR,SYNPR,1,1
AHRR,SYNPR-AS1,1,1
AHRR,SZRD1,1,1
AHRR,TAF13,1,1
AHRR,TAF2,1,1
AHRR,TAS2R1,1,1
AHRR,TBC1D13,1,1
AHRR,TBC1D15,1,1
AHRR,TBC1D19,1,1
AHRR,TBC1D22A,1,1
AHRR,TBC1D22A-DT,1,1
AHRR,TBC1D25,1,1
AHRR,TBC1D3P1,1,1
AHRR,TBC1D3P1-DHX40P1,1,1
AHRR,TBC1D9B,1,1
AHRR,TBCA,1,1
AHRR,TBX1,1,1
AHRR,TBX2-AS1,1,1
AHRR,TBX3,1,1
AHRR,TCF25,1,1
AHRR,TCP11L2,1,1
AHRR,TCTA,1,1
AHRR,TDRKH,1,1
AHRR,TDRKH-AS1,1,1
AHRR,TEDC1,1,1
AHRR,TENT5A,1,1
AHRR,TFF1,1,1
AHRR,TGFA,1,1
AHRR,TGFB3,1,1
AHRR,TGIF1,1,1
AHRR,THAP12,1,1
AHRR,THAP5,1,1
AHRR,THAP7,1,1
AHRR,THAP7-AS1,1,1
AHRR,THEM4,1,1
AHRR,THOC2,1,1
AHRR,THOC7,1,1
AHRR,TIA1,1,1
AHRR,TIGD2,1,1
AHRR,TIGD6,1,1
AHRR,TIMM8A,1,1
AHRR,TIPIN,1,1
AHRR,TLCD1,1,1
AHRR,TLK2,1,1
AHRR,TM2D3,1,1
AHRR,TMBIM1,1,1
AHRR,TMED10,1,1
AHRR,TMEM106B,1,1
AHRR,TMEM123,1,1
AHRR,TMEM131,1,1
AHRR,TMEM144,1,1
AHRR,TMEM14B,1,1
AHRR,TMEM14B-DT,1,1
AHRR,TMEM167B,1,1
AHRR,TMEM177,1,1
AHRR,TMEM18,1,1
AHRR,TMEM185A,1,1
AHRR,TMEM248,1,1
AHRR,TMEM259,1,1
AHRR,TMEM266,1,1
AHRR,TMEM30A,1,1
AHRR,TMEM30A-DT,1,1
AHRR,TMEM39A,1,1
AHRR,TMEM69,1,1
AHRR,TMEM70,1,1
AHRR,TMEM9B,1,1
AHRR,TMEM9B-AS1,1,1
AHRR,TMSB15B,1,1
AHRR,TMTC2,1,1
AHRR,TOP3B,1,1
AHRR,TPH2,1,1
AHRR,TPM4,1,1
AHRR,TPRA1,1,1
AHRR,TPRG1-AS1,1,1
AHRR,TPRN,1,1
AHRR,TRAF3IP2-AS1,1,1
AHRR,TRGC1,1,1
AHRR,TRIB1,1,1
AHRR,TRIM33,1,1
AHRR,TRIM35,1,1
AHRR,TRIM37,1,1
AHRR,TRIM41,1,1
AHRR,TRIM7-AS2,1,1
AHRR,TRIM9,1,1
AHRR,TRIP12,1,1
AHRR,TRMT10C,1,1
AHRR,TRMT1L,1,1
AHRR,TRUB2,1,1
AHRR,TSHR,1,1
AHRR,TSPAN14-AS1,1,1
AHRR,TSPAN15,1,1
AHRR,TSPAN4,1,1
AHRR,TSPEAR,1,1
AHRR,TSPYL2,1,1
AHRR,TSSK3,1,1
AHRR,TTC39A-AS1,1,1
AHRR,TTC39C-AS1,1,1
AHRR,TTC41P,1,1
AHRR,TTC5,1,1
AHRR,TTC9C,1,1
AHRR,TTI1,1,1
AHRR,TTLL12,1,1
AHRR,TTLL4,1,1
AHRR,TTLL9,1,1
AHRR,TUBA1B,1,1
AHRR,TUBA1B-AS1,1,1
AHRR,TUBA4A,1,1
AHRR,TUBB4B,1,1
AHRR,TUBE1,1,1
AHRR,TUFT1,1,1
AHRR,TXNL1,1,1
AHRR,UBA6,1,1
AHRR,UBA6-DT,1,1
AHRR,UBE2D3,1,1
AHRR,UBE2F,1,1
AHRR,UBE2F-SCLY,1,1
AHRR,UBE2N,1,1
AHRR,UBE2S,1,1
AHRR,UBE2V2,1,1
AHRR,UBR5,1,1
AHRR,UBR5-DT,1,1
AHRR,UBTF,1,1
AHRR,UFSP1,1,1
AHRR,UGT1A6,1,1
AHRR,ULBP3,1,1
AHRR,UQCC6,1,1
AHRR,UQCRB,1,1
AHRR,USP1,1,1
AHRR,USP12,1,1
AHRR,USP32,1,1
AHRR,USP37,1,1
AHRR,USP38,1,1
AHRR,USP38-DT,1,1
AHRR,USPL1,1,1
AHRR,VANGL1,1,1
AHRR,VAPA,1,1
AHRR,VAPB,1,1
AHRR,VDR,1,1
AHRR,VEGFA,1,1
AHRR,VIRMA,1,1
AHRR,VIRMA-DT,1,1
AHRR,VLDLR,1,1
AHRR,VLDLR-AS1,1,1
AHRR,VMP1,1,1
AHRR,VPS13C-DT,1,1
AHRR,VPS26C,1,1
AHRR,VPS33A,1,1
AHRR,VPS37B,1,1
AHRR,VPS45,1,1
AHRR,VPS51,1,1
AHRR,VPS52,1,1
AHRR,VPS53,1,1
AHRR,VTCN1,1,1
AHRR,VTI1A,1,1
AHRR,VTRNA1-2,1,1
AHRR,VTRNA1-3,1,1
AHRR,WBP1L,1,1
AHRR,WDPCP,1,1
AHRR,WDR26,1,1
AHRR,WDR33,1,1
AHRR,WDR36,1,1
AHRR,WDR37,1,1
AHRR,WDR45B,1,1
AHRR,WDR54,1,1
AHRR,WDR59,1,1
AHRR,WDR73,1,1
AHRR,XNDC1N,1,1
AHRR,XXYLT1,1,1
AHRR,YARS1,1,1
AHRR,YWHAG,1,1
AHRR,YWHAZ,1,1
AHRR,ZBTB12,1,1
AHRR,ZBTB14,1,1
AHRR,ZC3H10,1,1
AHRR,ZCCHC7,1,1
AHRR,ZDHHC6,1,1
AHRR,ZER1,1,1
AHRR,ZFAS1,1,1
AHRR,ZFTRAF1,1,1
AHRR,ZGPAT,1,1
AHRR,ZHX1,1,1
AHRR,ZHX1-C8orf76,1,1
AHRR,ZIC2,1,1
AHRR,ZKSCAN8,1,1
AHRR,ZMIZ1,1,1
AHRR,ZMYND8,1,1
AHRR,ZNF101,1,1
AHRR,ZNF140,1,1
AHRR,ZNF141,1,1
AHRR,ZNF148,1,1
AHRR,ZNF16,1,1
AHRR,ZNF174,1,1
AHRR,ZNF181,1,1
AHRR,ZNF217,1,1
AHRR,ZNF223,1,1
AHRR,ZNF23,1,1
AHRR,ZNF234,1,1
AHRR,ZNF260,1,1
AHRR,ZNF275,1,1
AHRR,ZNF280D,1,1
AHRR,ZNF295-AS1,1,1
AHRR,ZNF311,1,1
AHRR,ZNF331,1,1
AHRR,ZNF35,1,1
AHRR,ZNF398,1,1
AHRR,ZNF419,1,1
AHRR,ZNF473-AS1,1,1
AHRR,ZNF48,1,1
AHRR,ZNF510,1,1
AHRR,ZNF519,1,1
AHRR,ZNF536,1,1
AHRR,ZNF544,1,1
AHRR,ZNF581,1,1
AHRR,ZNF646,1,1
AHRR,ZNF652,1,1
AHRR,ZNF652-AS1,1,1
AHRR,ZNF668,1,1
AHRR,ZNF669,1,1
AHRR,ZNF687,1,1
AHRR,ZNF687-AS1,1,1
AHRR,ZNF750,1,1
AHRR,ZNF770,1,1
AHRR,ZNF774,1,1
AHRR,ZNF780A,1,1
AHRR,ZNF860,1,1
AHRR,ZNFX1,1,1
AHRR,ZNRF1,1,1
AHRR,ZSCAN2,1,1
AHRR,ZSCAN25,1,1
AHRR,ZSCAN32,1,1
AHRR,ZSCAN9,1,1
ALKBH3,AAR2,1,1
ALKBH3,ABHD10,1,1
ALKBH3,ACOT13,1,1
ALKBH3,ADAP2,1,1
ALKBH3,ADPRHL1,1,1
ALKBH3,AGK,1,1
ALKBH3,AGK-DT,1,1
ALKBH3,AGO3,1,1
ALKBH3,AHSA1,1,1
ALKBH3,ALG10,1,1
ALKBH3,ALG3,1,1
ALKBH3,ANKRD40,1,1
ALKBH3,AP3S2,1,1
ALKBH3,AQR,1,1
ALKBH3,ARHGAP1,1,1
ALKBH3,ATP5PF,1,1
ALKBH3,ATP6V1G2,1,1
ALKBH3,ATP6V1G2-DDX39B,1,1
ALKBH3,AURKAIP1,1,1
ALKBH3,BANF1,1,1
ALKBH3,BBS1,1,1
ALKBH3,BMS1,1,1
ALKBH3,BMS1P4,1,1
ALKBH3,BMS1P4-AGAP5,1,1
ALKBH3,BORCS8,1,1
ALKBH3,BORCS8-MEF2B,1,1
ALKBH3,BRF2,1,1
ALKBH3,C10orf88,1,1
ALKBH3,C17orf75,1,1
ALKBH3,C18orf21,1,1
ALKBH3,C2CD2L,1,1
ALKBH3,C3orf38,1,1
ALKBH3,C6orf89,1,1
ALKBH3,C8orf33,1,1
ALKBH3,C8orf76,1,1
ALKBH3,CALM1,1,1
ALKBH3,CCAR2,1,1
ALKBH3,CCNC,1,1
ALKBH3,CCND1,1,1
ALKBH3,CCNT2,1,1
ALKBH3,CCNT2-AS1,1,1
ALKBH3,CCT2,1,1
ALKBH3,CDC123,1,1
ALKBH3,CDC16,1,1
ALKBH3,CDK5RAP1,1,1
ALKBH3,CDKL3,1,1
ALKBH3,CGGBP1,1,1
ALKBH3,CHCHD2,1,1
ALKBH3,CNBD2,1,1
ALKBH3,COA6,1,1
ALKBH3,COA6-AS1,1,1
ALKBH3,COPA,1,1
ALKBH3,COPS2,1,1
ALKBH3,COPS4,1,1
ALKBH3,COPS7B,1,1
ALKBH3,COX16,1,1
ALKBH3,CPED1,1,1
ALKBH3,CRYZL1,1,1
ALKBH3,CSRNP3,1,1
ALKBH3,CSTF2T,1,1
ALKBH3,CSTPP1,1,1
ALKBH3,CTR9,1,1
ALKBH3,CWC27,1,1
ALKBH3,DCAF10,1,1
ALKBH3,DCAF4,1,1
ALKBH3,DCDC1,1,1
ALKBH3,DCP1A,1,1
ALKBH3,DDX1,1,1
ALKBH3,DHX33,1,1
ALKBH3,DHX33-DT,1,1
ALKBH3,DKK1,1,1
ALKBH3,DMAP1,1,1
ALKBH3,DNAJC2,1,1
ALKBH3,DNAJC24,1,1
ALKBH3,DNAJC25,1,1
ALKBH3,DNAJC25-GNG10,1,1
ALKBH3,DPAGT1,1,1
ALKBH3,DPM3,1,1
ALKBH3,DPY19L4,1,1
ALKBH3,DRG2,1,1
ALKBH3,DSTYK,1,1
ALKBH3,DTWD1,1,1
ALKBH3,EBAG9,1,1
ALKBH3,ECE2,1,1
ALKBH3,ECHDC1,1,1
ALKBH3,EDC4,1,1
ALKBH3,EEFSEC,1,1
ALKBH3,EFCAB7,1,1
ALKBH3,EIF1AD,1,1
ALKBH3,EIF3F,1,1
ALKBH3,EIF4E2,1,1
ALKBH3,EIF5B,1,1
ALKBH3,EME2,1,1
ALKBH3,EMG1,1,1
ALKBH3,EML2,1,1
ALKBH3,ENPP3,1,1
ALKBH3,ENSG00000232995,1,1
ALKBH3,ENSG00000275765,1,1
ALKBH3,ETV4,1,1
ALKBH3,EXD2,1,1
ALKBH3,EXOSC3,1,1
ALKBH3,FAM151B-DT,1,1
ALKBH3,FAM168A,1,1
ALKBH3,FAM227B,1,1
ALKBH3,FAM228B,1,1
ALKBH3,FBXL7,1,1
ALKBH3,FBXW8,1,1
ALKBH3,FEM1B,1,1
ALKBH3,FRA10AC1,1,1
ALKBH3,FUS,1,1
ALKBH3,G3BP1,1,1
ALKBH3,GABPA,1,1
ALKBH3,GALK2,1,1
ALKBH3,GALNT16-AS1,1,1
ALKBH3,GCC2,1,1
ALKBH3,GFM2,1,1
ALKBH3,GIN1,1,1
ALKBH3,GLI3,1,1
ALKBH3,GLUD1P3,1,1
ALKBH3,GOLGA3,1,1
ALKBH3,GOSR2,1,1
ALKBH3,GOSR2-DT,1,1
ALKBH3,GPBP1L1,1,1
ALKBH3,GRB2,1,1
ALKBH3,GSTCD,1,1
ALKBH3,GTF2H4,1,1
ALKBH3,GTF3C5,1,1
ALKBH3,GUCD1,1,1
ALKBH3,H2AC20,1,1
ALKBH3,H2BC21,1,1
ALKBH3,HELQ,1,1
ALKBH3,HIF1A,1,1
ALKBH3,HMGB1,1,1
ALKBH3,HNRNPH3,1,1
ALKBH3,HSPBP1,1,1
ALKBH3,IFTAP,1,1
ALKBH3,IGHMBP2,1,1
ALKBH3,INO80B,1,1
ALKBH3,INO80B-WBP1,1,1
ALKBH3,INTS12,1,1
ALKBH3,INTS5,1,1
ALKBH3,INTS6,1,1
ALKBH3,INTS6-AS1,1,1
ALKBH3,IPO4,1,1
ALKBH3,IPPK,1,1
ALKBH3,ITGB3BP,1,1
ALKBH3,ITSN1,1,1
ALKBH3,JAK1,1,1
ALKBH3,JMJD4,1,1
ALKBH3,JPX,1,1
ALKBH3,JRK,1,1
ALKBH3,KCTD10,1,1
ALKBH3,KDM4A,1,1
ALKBH3,KLHL20,1,1
ALKBH3,KNSTRN,1,1
ALKBH3,KRTAP1-4,1,1
ALKBH3,KXD1,1,1
ALKBH3,LAS1L,1,1
ALKBH3,LINC01515,1,1
ALKBH3,LINC01547,1,1
ALKBH3,LINC02877,1,1
ALKBH3,LRIG2,1,1
ALKBH3,LRIG2-DT,1,1
ALKBH3,LRRC27,1,1
ALKBH3,LRRC37A5P,1,1
ALKBH3,LRRC49,1,1
ALKBH3,LTN1,1,1
ALKBH3,LZIC,1,1
ALKBH3,MAP2K7,1,1
ALKBH3,MBL1P,1,1
ALKBH3,MCEE,1,1
ALKBH3,MCM3AP,1,1
ALKBH3,MED18,1,1
ALKBH3,MED23,1,1
ALKBH3,METTL15,1,1
ALKBH3,MIR320A,1,1
ALKBH3,MIR3913-1,1,1
ALKBH3,MIR5188,1,1
ALKBH3,MITD1,1,1
ALKBH3,MLEC,1,1
ALKBH3,MMAA,1,1
ALKBH3,MNAT1,1,1
ALKBH3,MPHOSPH10,1,1
ALKBH3,MPPE1,1,1
ALKBH3,MRM1,1,1
ALKBH3,MROH8,1,1
ALKBH3,MRPL13,1,1
ALKBH3,MRPL16,1,1
ALKBH3,MRPL21,1,1
ALKBH3,MRPL3,1,1
ALKBH3,MRPL30,1,1
ALKBH3,MRPL39,1,1
ALKBH3,MRPL44,1,1
ALKBH3,MRPL58,1,1
ALKBH3,MRPS18C,1,1
ALKBH3,MRPS31,1,1
ALKBH3,MRPS31P4,1,1
ALKBH3,MRPS31P5,1,1
ALKBH3,MRPS34,1,1
ALKBH3,MTBP,1,1
ALKBH3,MTHFD2L,1,1
ALKBH3,MTIF2,1,1
ALKBH3,MTMR4,1,1
ALKBH3,MTMR9,1,1
ALKBH3,MTRF1,1,1
ALKBH3,MVB12A,1,1
ALKBH3,NAA20,1,1
ALKBH3,NCBP2,1,1
ALKBH3,NCBP2AS2,1,1
ALKBH3,NCSTN,1,1
ALKBH3,NDUFA12,1,1
ALKBH3,NDUFAF4P1,1,1
ALKBH3,NDUFC2,1,1
ALKBH3,NDUFC2-KCTD14,1,1
ALKBH3,NDUFS7,1,1
ALKBH3,NEK4,1,1
ALKBH3,NFKBIL1,1,1
ALKBH3,NKAP,1,1
ALKBH3,NKAPD1,1,1
ALKBH3,NKAPP1,1,1
ALKBH3,NME1,1,1
ALKBH3,NME1-NME2,1,1
ALKBH3,NMNAT1,1,1
ALKBH3,NOP16,1,1
ALKBH3,NQO2,1,1
ALKBH3,NQO2-AS1,1,1
ALKBH3,NR1H2,1,1
ALKBH3,NRP1,1,1
ALKBH3,NSA2,1,1
ALKBH3,NSL1,1,1
ALKBH3,NUDT5,1,1
ALKBH3,NUF2,1,1
ALKBH3,OR4C14P,1,1
ALKBH3,OSGEPL1,1,1
ALKBH3,P4HA1,1,1
ALKBH3,PCLAF,1,1
ALKBH3,PCYT1A,1,1
ALKBH3,PDCD10,1,1
ALKBH3,PDCD2,1,1
ALKBH3,PDCD6,1,1
ALKBH3,PDCD6-DT,1,1
ALKBH3,PDCD6IP,1,1
ALKBH3,PDE6D,1,1
ALKBH3,PER1,1,1
ALKBH3,PFKM,1,1
ALKBH3,PHB2,1,1
ALKBH3,PHKA2,1,1
ALKBH3,PIH1D2,1,1
ALKBH3,PLEKHA3,1,1
ALKBH3,PLEKHM3,1,1
ALKBH3,PNPO,1,1
ALKBH3,POLR2G,1,1
ALKBH3,POLR3D,1,1
ALKBH3,PPIP5K2,1,1
ALKBH3,PPM1D,1,1
ALKBH3,PRDX1,1,1
ALKBH3,PRKAB1,1,1
ALKBH3,PRKAB1-AS1,1,1
ALKBH3,PRKCI,1,1
ALKBH3,PRKG1-AS1,1,1
ALKBH3,PSCA,1,1
ALKBH3,PSMA6,1,1
ALKBH3,PSMC2,1,1
ALKBH3,PSMD6,1,1
ALKBH3,PSTK,1,1
ALKBH3,PTPN21,1,1
ALKBH3,RAB18,1,1
ALKBH3,RANBP2,1,1
ALKBH3,RAP2C,1,1
ALKBH3,RAP2C-AS1,1,1
ALKBH3,RBBP5,1,1
ALKBH3,RBM25,1,1
ALKBH3,RBM28,1,1
ALKBH3,REXO4,1,1
ALKBH3,RFXANK,1,1
ALKBH3,RGS5,1,1
ALKBH3,RNF121,1,1
ALKBH3,RNF6,1,1
ALKBH3,RNU7-27P,1,1
ALKBH3,RPL10,1,1
ALKBH3,RPL23AP53,1,1
ALKBH3,RPL29,1,1
ALKBH3,RPS18,1,1
ALKBH3,RPS24,1,1
ALKBH3,RPS27,1,1
ALKBH3,RPS29P16,1,1
ALKBH3,RPS7,1,1
ALKBH3,RRP15,1,1
ALKBH3,RTEL1,1,1
ALKBH3,RTEL1-TNFRSF6B,1,1
ALKBH3,RTTN,1,1
ALKBH3,RUVBL1,1,1
ALKBH3,SAR1B,1,1
ALKBH3,SBDSP1,1,1
ALKBH3,SCAND1,1,1
ALKBH3,SEC11A,1,1
ALKBH3,SEC13,1,1
ALKBH3,SEC22B,1,1
ALKBH3,SELENOH,1,1
ALKBH3,SENP1,1,1
ALKBH3,SEPTIN8,1,1
ALKBH3,SERPINI1,1,1
ALKBH3,SF3A3,1,1
ALKBH3,SF3B6,1,1
ALKBH3,SLC27A5,1,1
ALKBH3,SLC33A1,1,1
ALKBH3,SLC35A3,1,1
ALKBH3,SLC39A3,1,1
ALKBH3,SLC3A2,1,1
ALKBH3,SLC44A1,1,1
ALKBH3,SLC4A1AP,1,1
ALKBH3,SLX9,1,1
ALKBH3,SMG7,1,1
ALKBH3,SMG7-AS1,1,1
ALKBH3,SMG8,1,1
ALKBH3,SNAP47,1,1
ALKBH3,SNHG1,1,1
ALKBH3,SNHG6,1,1
ALKBH3,SNORD25,1,1
ALKBH3,SNORD26,1,1
ALKBH3,SNORD27,1,1
ALKBH3,SNRPB,1,1
ALKBH3,SNRPD3,1,1
ALKBH3,SP2-AS1,1,1
ALKBH3,SREK1IP1,1,1
ALKBH3,SRP19,1,1
ALKBH3,SRSF5,1,1
ALKBH3,SSBP1,1,1
ALKBH3,STARD3,1,1
ALKBH3,STMN3,1,1
ALKBH3,STOML2,1,1
ALKBH3,STX16,1,1
ALKBH3,STX16-NPEPL1,1,1
ALKBH3,STX18,1,1
ALKBH3,STX18-AS1,1,1
ALKBH3,SUPT7L,1,1
ALKBH3,TACC3,1,1
ALKBH3,TACO1,1,1
ALKBH3,TARS2,1,1
ALKBH3,TATDN3,1,1
ALKBH3,TBC1D19,1,1
ALKBH3,TDG,1,1
ALKBH3,TDP2,1,1
ALKBH3,TEDC1,1,1
ALKBH3,TEFM,1,1
ALKBH3,THAP10,1,1
ALKBH3,THEM4,1,1
