source,target,mode_of_regulation,weight
ZNF318,EIF2AK3,1,1
ZNF318,EIF2AK3-DT,1,1
ZNF318,EIF2S3,1,1
ZNF318,EIF4E,1,1
ZNF318,EIF4ENIF1,1,1
ZNF318,EIF4G2,1,1
ZNF318,EIF4G3,1,1
ZNF318,EIF6,1,1
ZNF318,ELOVL6,1,1
ZNF318,ELSPBP1,1,1
ZNF318,EMP3,1,1
ZNF318,ENAH,1,1
ZNF318,ENO3,1,1
ZNF318,ENSG00000187185,1,1
ZNF318,ENSG00000187951,1,1
ZNF318,ENSG00000189229,1,1
ZNF318,ENSG00000221040,1,1
ZNF318,ENSG00000235480,1,1
ZNF318,ENSG00000240687,1,1
ZNF318,ENSG00000246308,1,1
ZNF318,ENSG00000249713,1,1
ZNF318,ENSG00000253986,1,1
ZNF318,ENSG00000255491,1,1
ZNF318,ENSG00000259182,1,1
ZNF318,ENSG00000268129,1,1
ZNF318,ENSG00000268460,1,1
ZNF318,ENSG00000272008,1,1
ZNF318,ENSG00000273727,1,1
ZNF318,ENTPD6,1,1
ZNF318,EP400P1,1,1
ZNF318,EPCIP-AS1,1,1
ZNF318,EPM2AIP1,1,1
ZNF318,EPOR,1,1
ZNF318,EPS15L1,1,1
ZNF318,ERAP1,1,1
ZNF318,ERC1,1,1
ZNF318,ERMARD,1,1
ZNF318,ERO1A,1,1
ZNF318,ERP29,1,1
ZNF318,ERVE-5,1,1
ZNF318,ERVH-3,1,1
ZNF318,ESAM,1,1
ZNF318,EVL,1,1
ZNF318,FABP5P5,1,1
ZNF318,FAH,1,1
ZNF318,FAM111A,1,1
ZNF318,FAM111A-DT,1,1
ZNF318,FAM118A,1,1
ZNF318,FAM13A,1,1
ZNF318,FAM184A,1,1
ZNF318,FAM186A,1,1
ZNF318,FAM21EP,1,1
ZNF318,FAM21FP,1,1
ZNF318,FAM241B,1,1
ZNF318,FAM53C,1,1
ZNF318,FAM83A,1,1
ZNF318,FAM83G,1,1
ZNF318,FAXDC2,1,1
ZNF318,FBLN2,1,1
ZNF318,FBN3,1,1
ZNF318,FBXL13,1,1
ZNF318,FBXL9P,1,1
ZNF318,FBXO45,1,1
ZNF318,FBXO8,1,1
ZNF318,FCHO1,1,1
ZNF318,FCHSD2,1,1
ZNF318,FCRLB,1,1
ZNF318,FEM1A,1,1
ZNF318,FEM1C,1,1
ZNF318,FHDC1,1,1
ZNF318,FLJ12825,1,1
ZNF318,FLT3LG,1,1
ZNF318,FOSB,1,1
ZNF318,FOSL2,1,1
ZNF318,FOXA1,1,1
ZNF318,FOXK2,1,1
ZNF318,FRAT1,1,1
ZNF318,FTL,1,1
ZNF318,FUT3,1,1
ZNF318,FXYD2,1,1
ZNF318,G6PC3,1,1
ZNF318,GABARAP,1,1
ZNF318,GABPB2,1,1
ZNF318,GADD45B,1,1
ZNF318,GARNL3,1,1
ZNF318,GARRE1,1,1
ZNF318,GATAD2A,1,1
ZNF318,GBA1,1,1
ZNF318,GBE1,1,1
ZNF318,GCDH,1,1
ZNF318,GCLM,1,1
ZNF318,GCSAML,1,1
ZNF318,GDF11,1,1
ZNF318,GDF15,1,1
ZNF318,GET3,1,1
ZNF318,GFI1B,1,1
ZNF318,GHRL,1,1
ZNF318,GLA,1,1
ZNF318,GNG5,1,1
ZNF318,GNGT1,1,1
ZNF318,GNL1,1,1
ZNF318,GNL3L,1,1
ZNF318,GNLY,1,1
ZNF318,GOLGA3,1,1
ZNF318,GOLGB1,1,1
ZNF318,GP6,1,1
ZNF318,GP6-AS1,1,1
ZNF318,GPI,1,1
ZNF318,GREB1,1,1
ZNF318,GRK2,1,1
ZNF318,GRPEL2-AS1,1,1
ZNF318,GTF2A1,1,1
ZNF318,GTF2A1-AS1,1,1
ZNF318,GTPBP2,1,1
ZNF318,GUSB,1,1
ZNF318,GYPA,1,1
ZNF318,GYPB,1,1
ZNF318,GYPE,1,1
ZNF318,GYS1,1,1
ZNF318,H2AC6,1,1
ZNF318,H4C2,1,1
ZNF318,H4C4,1,1
ZNF318,H4C8,1,1
ZNF318,H6PD,1,1
ZNF318,HCG20,1,1
ZNF318,HDAC6,1,1
ZNF318,HDDC2,1,1
ZNF318,HEMK1,1,1
ZNF318,HES1,1,1
ZNF318,HES4,1,1
ZNF318,HID1,1,1
ZNF318,HIF1A,1,1
ZNF318,HIVEP3,1,1
ZNF318,HJURP,1,1
ZNF318,HJV,1,1
ZNF318,HK1,1,1
ZNF318,HLA-DMA,1,1
ZNF318,HMBS,1,1
ZNF318,HMG20A,1,1
ZNF318,HMGB3P32,1,1
ZNF318,HNRNPA0,1,1
ZNF318,HNRNPH2,1,1
ZNF318,HNRNPR,1,1
ZNF318,HNRNPUL1,1,1
ZNF318,HOMER1,1,1
ZNF318,HOXB9,1,1
ZNF318,HOXC13,1,1
ZNF318,HPGDS,1,1
ZNF318,HPS6,1,1
ZNF318,HSP90AB1,1,1
ZNF318,HTATSF1P2,1,1
ZNF318,ID2,1,1
ZNF318,IDS,1,1
ZNF318,IFI6,1,1
ZNF318,IFIT3,1,1
ZNF318,IFIT5,1,1
ZNF318,IGF1R,1,1
ZNF318,IGF2BP3,1,1
ZNF318,IGFL2-AS1,1,1
ZNF318,IKBKG,1,1
ZNF318,IKZF4,1,1
ZNF318,IL15RA,1,1
ZNF318,IL1R1,1,1
ZNF318,ILF3,1,1
ZNF318,ILF3-DT,1,1
ZNF318,ING5,1,1
ZNF318,INHA,1,1
ZNF318,INO80,1,1
ZNF318,INO80C,1,1
ZNF318,IQCG,1,1
ZNF318,IQGAP2,1,1
ZNF318,IRF2,1,1
ZNF318,IRF2-DT,1,1
ZNF318,IRF2BP2,1,1
ZNF318,ISG15,1,1
ZNF318,ISG20,1,1
ZNF318,ISLR2,1,1
ZNF318,ISY1,1,1
ZNF318,ISY1-RAB43,1,1
ZNF318,ITGB5,1,1
ZNF318,ITM2C,1,1
ZNF318,ITPR1,1,1
ZNF318,JMJD1C,1,1
ZNF318,KAT2B,1,1
ZNF318,KAT6B,1,1
ZNF318,KAZN,1,1
ZNF318,KBTBD4,1,1
ZNF318,KCNH2,1,1
ZNF318,KCNH8,1,1
ZNF318,KDM1B,1,1
ZNF318,KDM3A,1,1
ZNF318,KDM5C,1,1
ZNF318,KIAA0319L,1,1
ZNF318,KIAA0586,1,1
ZNF318,KICS2,1,1
ZNF318,KIF2A,1,1
ZNF318,KIF5C,1,1
ZNF318,KIFC3,1,1
ZNF318,KLF6,1,1
ZNF318,KLHDC8B,1,1
ZNF318,KLHDC9,1,1
ZNF318,KLK1,1,1
ZNF318,KLKP1,1,1
ZNF318,KLRK1-AS1,1,1
ZNF318,KMT2D,1,1
ZNF318,KNL1,1,1
ZNF318,KNTC1,1,1
ZNF318,KRBA1,1,1
ZNF318,KRT17,1,1
ZNF318,KRT18,1,1
ZNF318,KRT8,1,1
ZNF318,KRTAP2-4,1,1
ZNF318,LAMP1,1,1
ZNF318,LAMTOR1,1,1
ZNF318,LAPTM4A,1,1
ZNF318,LAPTM4A-DT,1,1
ZNF318,LAPTM4B,1,1
ZNF318,LARP1,1,1
ZNF318,LCORL,1,1
ZNF318,LEMD2,1,1
ZNF318,LGALS1,1,1
ZNF318,LGI4,1,1
ZNF318,LIAS,1,1
ZNF318,LINC00299,1,1
ZNF318,LINC00431,1,1
ZNF318,LINC00475,1,1
ZNF318,LINC00607,1,1
ZNF318,LINC00649,1,1
ZNF318,LINC00656,1,1
ZNF318,LINC00887,1,1
ZNF318,LINC00938,1,1
ZNF318,LINC00944,1,1
ZNF318,LINC00957,1,1
ZNF318,LINC00958,1,1
ZNF318,LINC00964,1,1
ZNF318,LINC01132,1,1
ZNF318,LINC01258,1,1
ZNF318,LINC01270,1,1
ZNF318,LINC01275,1,1
ZNF318,LINC01287,1,1
ZNF318,LINC01300,1,1
ZNF318,LINC01353,1,1
ZNF318,LINC01366,1,1
ZNF318,LINC01418,1,1
ZNF318,LINC01531,1,1
ZNF318,LINC01610,1,1
ZNF318,LINC01679,1,1
ZNF318,LINC01719,1,1
ZNF318,LINC01748,1,1
ZNF318,LINC02000,1,1
ZNF318,LINC02100,1,1
ZNF318,LINC02139,1,1
ZNF318,LINC02608,1,1
ZNF318,LINC02652,1,1
ZNF318,LINC02773,1,1
ZNF318,LINC02777,1,1
ZNF318,LINC02870,1,1
ZNF318,LINC02928,1,1
ZNF318,LINC02953,1,1
ZNF318,LINC02980,1,1
ZNF318,LINC03023,1,1
ZNF318,LINC03146,1,1
ZNF318,LINGO1,1,1
ZNF318,LINS1,1,1
ZNF318,LNC-LBCS,1,1
ZNF318,LNCTSI,1,1
ZNF318,LONRF1,1,1
ZNF318,LRBA,1,1
ZNF318,LRRC41,1,1
ZNF318,LSM5,1,1
ZNF318,LTBP1,1,1
ZNF318,LURAP1L-AS1,1,1
ZNF318,LY6K,1,1
ZNF318,LYN,1,1
ZNF318,LZTS2,1,1
ZNF318,MAF,1,1
ZNF318,MAFK,1,1
ZNF318,MAGOHB,1,1
ZNF318,MAN2A2,1,1
ZNF318,MAP3K7,1,1
ZNF318,MAPK6,1,1
ZNF318,MARCHF6,1,1
ZNF318,MAST2,1,1
ZNF318,MAT2B,1,1
ZNF318,MAU2,1,1
ZNF318,MAX-AS1,1,1
ZNF318,MBD5,1,1
ZNF318,MBD6,1,1
ZNF318,MCCC1,1,1
ZNF318,MCL1,1,1
ZNF318,MCM5,1,1
ZNF318,MCPH1-AS1,1,1
ZNF318,MDC1,1,1
ZNF318,MDGA1,1,1
ZNF318,MED15,1,1
ZNF318,MED22,1,1
ZNF318,MED6,1,1
ZNF318,MED8,1,1
ZNF318,MEF2C,1,1
ZNF318,MEIS2,1,1
ZNF318,MFAP3L,1,1
ZNF318,MFAP4,1,1
ZNF318,MICALL1,1,1
ZNF318,MIDEAS,1,1
ZNF318,MIDN,1,1
ZNF318,MIOS-DT,1,1
ZNF318,MIR194-1,1,1
ZNF318,MIR22HG,1,1
ZNF318,MIR3189,1,1
ZNF318,MIR3677HG,1,1
ZNF318,MIR3681HG,1,1
ZNF318,MIR4435-1,1,1
ZNF318,MIR4734,1,1
ZNF318,MIR4757,1,1
ZNF318,MIR5087,1,1
ZNF318,MIR5188,1,1
ZNF318,MIR548AW,1,1
ZNF318,MIRLET7I,1,1
ZNF318,MIRLET7IHG,1,1
ZNF318,MLH1,1,1
ZNF318,MLLT10,1,1
ZNF318,MOK,1,1
ZNF318,MORF4L1,1,1
ZNF318,MORF4L2,1,1
ZNF318,MORF4L2-AS1,1,1
ZNF318,MPDU1,1,1
ZNF318,MPDU1-AS1,1,1
ZNF318,MPV17,1,1
ZNF318,MRPL1,1,1
ZNF318,MRPL48,1,1
ZNF318,MRPS18B,1,1
ZNF318,MSANTD3,1,1
ZNF318,MSLNL,1,1
ZNF318,MSRB1,1,1
ZNF318,MTATP6P1,1,1
ZNF318,MTATP8P1,1,1
ZNF318,MTFR1L,1,1
ZNF318,MTHFR,1,1
ZNF318,MTMR4,1,1
ZNF318,MUS81,1,1
ZNF318,MX1,1,1
ZNF318,MYB,1,1
ZNF318,MYEOV,1,1
ZNF318,MYH9,1,1
ZNF318,MYL4,1,1
ZNF318,MYL6B-AS1,1,1
ZNF318,MYO18B,1,1
ZNF318,NADK,1,1
ZNF318,NAGK,1,1
ZNF318,NAGLU,1,1
ZNF318,NAPA,1,1
ZNF318,NAPEPLD,1,1
ZNF318,NAT10,1,1
ZNF318,NBEAL1,1,1
ZNF318,NBN,1,1
ZNF318,NCDN,1,1
ZNF318,NCK2,1,1
ZNF318,NCSTN,1,1
ZNF318,NDUFA4L2,1,1
ZNF318,NDUFS3,1,1
ZNF318,NEAT1,1,1
ZNF318,NEB,1,1
ZNF318,NECAP1,1,1
ZNF318,NEDD4L,1,1
ZNF318,NFE2L2,1,1
ZNF318,NFE4,1,1
ZNF318,NFIA,1,1
ZNF318,NFIX,1,1
ZNF318,NFKB1,1,1
ZNF318,NFKBID,1,1
ZNF318,NFKBIE,1,1
ZNF318,NFKBIL1,1,1
ZNF318,NHLRC2,1,1
ZNF318,NIPA2,1,1
ZNF318,NKD2,1,1
ZNF318,NKIRAS1,1,1
ZNF318,NKIRAS2,1,1
ZNF318,NMI,1,1
ZNF318,NNMT,1,1
ZNF318,NOCT,1,1
ZNF318,NOL8,1,1
ZNF318,NOS3,1,1
ZNF318,NPIPB2,1,1
ZNF318,NR1D2,1,1
ZNF318,NR2F6,1,1
ZNF318,NR4A1,1,1
ZNF318,NR4A3,1,1
ZNF318,NRG4,1,1
ZNF318,NRSN2,1,1
ZNF318,NRSN2-AS1,1,1
ZNF318,NSMAF,1,1
ZNF318,NSUN4,1,1
ZNF318,NSUN6,1,1
ZNF318,NUB1,1,1
ZNF318,NUCB2,1,1
ZNF318,NUP155,1,1
ZNF318,NUS1,1,1
ZNF318,OAS3,1,1
ZNF318,OBSL1,1,1
ZNF318,ODC1,1,1
ZNF318,ODC1-DT,1,1
ZNF318,OGDH,1,1
ZNF318,OGT,1,1
ZNF318,ORC4,1,1
ZNF318,OSBP,1,1
ZNF318,OSER1,1,1
ZNF318,OSER1-DT,1,1
ZNF318,OSGIN1,1,1
ZNF318,OTUD5,1,1
ZNF318,PABIR1,1,1
ZNF318,PABIR3,1,1
ZNF318,PACSIN2,1,1
ZNF318,PAK1IP1,1,1
ZNF318,PAQR3,1,1
ZNF318,PARN,1,1
ZNF318,PARP10,1,1
ZNF318,PARP12,1,1
ZNF318,PARP14,1,1
ZNF318,PATL1,1,1
ZNF318,PATL2,1,1
ZNF318,PAXBP1,1,1
ZNF318,PC,1,1
ZNF318,PCAT6,1,1
ZNF318,PCBP1-AS1,1,1
ZNF318,PCBP2,1,1
ZNF318,PCID2,1,1
ZNF318,PCK1,1,1
ZNF318,PCYOX1L,1,1
ZNF318,PDE4A,1,1
ZNF318,PDE4DIPP6,1,1
ZNF318,PDE6G,1,1
ZNF318,PDGFB,1,1
ZNF318,PDXK,1,1
ZNF318,PEAK1,1,1
ZNF318,PER1,1,1
ZNF318,PEX1,1,1
ZNF318,PGPEP1,1,1
ZNF318,PI16,1,1
ZNF318,PICALM,1,1
ZNF318,PIGM,1,1
ZNF318,PIP4P1,1,1
ZNF318,PKM,1,1
ZNF318,PLA2G6,1,1
ZNF318,PLAAT5,1,1
ZNF318,PLAU,1,1
ZNF318,PLCB1,1,1
ZNF318,PLEKHA4,1,1
ZNF318,PLIN3,1,1
ZNF318,PLK3,1,1
ZNF318,PNPLA1,1,1
ZNF318,POLB,1,1
ZNF318,POLDIP3,1,1
ZNF318,POLE3,1,1
ZNF318,POLR1G,1,1
ZNF318,POLR2J3,1,1
ZNF318,POLR2M,1,1
ZNF318,POPDC2,1,1
ZNF318,PPM1K,1,1
ZNF318,PPM1K-DT,1,1
ZNF318,PPP1R10,1,1
ZNF318,PPP1R13L,1,1
ZNF318,PPP1R15A,1,1
ZNF318,PPP1R9B,1,1
ZNF318,PPP3CA,1,1
ZNF318,PPP4R1L,1,1
ZNF318,PRDM10,1,1
ZNF318,PRECSIT,1,1
ZNF318,PRELID1,1,1
ZNF318,PRMT1,1,1
ZNF318,PROSER2-AS1,1,1
ZNF318,PRR3,1,1
ZNF318,PRR7,1,1
ZNF318,PRSS16,1,1
ZNF318,PSAP,1,1
ZNF318,PSMB8,1,1
ZNF318,PSMB8-AS1,1,1
ZNF318,PSMB9,1,1
ZNF318,PTBP1,1,1
ZNF318,PTCH1,1,1
ZNF318,PTPA,1,1
ZNF318,PUM1,1,1
ZNF318,PXN,1,1
ZNF318,QPCTL,1,1
ZNF318,RAB30,1,1
ZNF318,RAB7A,1,1
ZNF318,RACK1,1,1
ZNF318,RAD51B-AS1,1,1
ZNF318,RAD52,1,1
ZNF318,RALGDS,1,1
ZNF318,RASA4CP,1,1
ZNF318,RASGRP3,1,1
ZNF318,RBL1,1,1
ZNF318,RBM3,1,1
ZNF318,RBM48,1,1
ZNF318,RCAN1,1,1
ZNF318,RCOR1,1,1
ZNF318,RELN,1,1
ZNF318,RENBP,1,1
ZNF318,RERE,1,1
ZNF318,RESF1,1,1
ZNF318,REXO4,1,1
ZNF318,RFC2,1,1
ZNF318,RFX2,1,1
ZNF318,RFX5,1,1
ZNF318,RFX5-AS1,1,1
ZNF318,RGS20,1,1
ZNF318,RHOBTB3,1,1
ZNF318,RHOT1,1,1
ZNF318,RIMBP3,1,1
ZNF318,RIMOC1,1,1
ZNF318,RMC1,1,1
ZNF318,RMDN3,1,1
ZNF318,RMI2,1,1
ZNF318,RN7SKP168,1,1
ZNF318,RN7SKP245,1,1
ZNF318,RN7SKP91,1,1
ZNF318,RN7SL36P,1,1
ZNF318,RN7SL371P,1,1
ZNF318,RN7SL473P,1,1
ZNF318,RNA5S17,1,1
ZNF318,RNFT2,1,1
ZNF318,RNPS1,1,1
ZNF318,RNU1-108P,1,1
ZNF318,RNU11,1,1
ZNF318,RNU12,1,1
ZNF318,RNU2-17P,1,1
ZNF318,RNU2-2,1,1
ZNF318,RNU2-63P,1,1
ZNF318,RNU4-1,1,1
ZNF318,RNU4-2,1,1
ZNF318,RNU4-38P,1,1
ZNF318,RNU4ATAC,1,1
ZNF318,RNU5A-1,1,1
ZNF318,RNU5B-1,1,1
ZNF318,RNU5D-1,1,1
ZNF318,RNU5E-1,1,1
ZNF318,RNU5E-4P,1,1
ZNF318,RNU5E-6P,1,1
ZNF318,RNU5F-1,1,1
ZNF318,RNU6-2,1,1
ZNF318,RNU7-1,1,1
ZNF318,RNU7-124P,1,1
ZNF318,RNVU1-14,1,1
ZNF318,RNVU1-15,1,1
ZNF318,RNVU1-18,1,1
ZNF318,RNVU1-19,1,1
ZNF318,RNVU1-2,1,1
ZNF318,RNVU1-21,1,1
ZNF318,RNVU1-22,1,1
ZNF318,RNVU1-25,1,1
ZNF318,RNVU1-26,1,1
ZNF318,RNVU1-27,1,1
ZNF318,RNVU1-28,1,1
ZNF318,RNVU1-29,1,1
ZNF318,RNVU1-2A,1,1
ZNF318,RNVU1-3,1,1
ZNF318,RNVU1-30,1,1
ZNF318,RNVU1-31,1,1
ZNF318,RNVU1-34,1,1
ZNF318,RNVU1-4,1,1
ZNF318,RNVU1-6,1,1
ZNF318,RNVU1-7,1,1
ZNF318,RNY3P11,1,1
ZNF318,RPA3,1,1
ZNF318,RPAP1,1,1
ZNF318,RPL10A,1,1
ZNF318,RPL11,1,1
ZNF318,RPL13,1,1
ZNF318,RPL15,1,1
ZNF318,RPL17,1,1
ZNF318,RPL17-C18orf32,1,1
ZNF318,RPL18P10,1,1
ZNF318,RPL23,1,1
ZNF318,RPL23AP81,1,1
ZNF318,RPL26,1,1
ZNF318,RPL27,1,1
ZNF318,RPL29,1,1
ZNF318,RPL29P20,1,1
ZNF318,RPL3,1,1
ZNF318,RPL31,1,1
ZNF318,RPL32,1,1
ZNF318,RPL34,1,1
ZNF318,RPL34-DT,1,1
ZNF318,RPL35,1,1
ZNF318,RPL35A,1,1
ZNF318,RPL36,1,1
ZNF318,RPL36P10,1,1
ZNF318,RPL37,1,1
ZNF318,RPL37A,1,1
ZNF318,RPL37A-DT,1,1
ZNF318,RPL38,1,1
ZNF318,RPL4,1,1
ZNF318,RPL41,1,1
ZNF318,RPL5,1,1
ZNF318,RPL6,1,1
ZNF318,RPL7,1,1
ZNF318,RPL7A,1,1
ZNF318,RPL7L1,1,1
ZNF318,RPL9,1,1
ZNF318,RPS10,1,1
ZNF318,RPS10-NUDT3,1,1
ZNF318,RPS14,1,1
ZNF318,RPS15,1,1
ZNF318,RPS15A,1,1
ZNF318,RPS18,1,1
ZNF318,RPS24,1,1
ZNF318,RPS26,1,1
ZNF318,RPS2P6,1,1
ZNF318,RPS3,1,1
ZNF318,RPS3A,1,1
ZNF318,RPS6,1,1
ZNF318,RPS7,1,1
ZNF318,RPS9,1,1
ZNF318,RPSAP28,1,1
ZNF318,RRN3P3,1,1
ZNF318,RSAD2,1,1
ZNF318,RSRC2,1,1
ZNF318,RUFY3,1,1
ZNF318,RUNX1T1,1,1
ZNF318,S100A2,1,1
ZNF318,S100PBP,1,1
ZNF318,S100Z,1,1
ZNF318,SAE1,1,1
ZNF318,SAMD4A,1,1
ZNF318,SARDH,1,1
ZNF318,SBNO2,1,1
ZNF318,SCARB1,1,1
ZNF318,SCFD2,1,1
ZNF318,SCIN,1,1
ZNF318,SCUBE1-AS1,1,1
ZNF318,SEC13,1,1
ZNF318,SEC22B,1,1
ZNF318,SEC24C,1,1
ZNF318,SEC31A,1,1
ZNF318,SEL1L3,1,1
ZNF318,SELENOKP2,1,1
ZNF318,SEPTIN6,1,1
ZNF318,SEPTIN8,1,1
ZNF318,SERTAD4,1,1
ZNF318,SETD7,1,1
ZNF318,SF3B3,1,1
ZNF318,SFT2D3,1,1
ZNF318,SHISA5,1,1
ZNF318,SIAH1,1,1
ZNF318,SIRT4,1,1
ZNF318,SIX5,1,1
ZNF318,SKIDA1,1,1
ZNF318,SLC12A8,1,1
ZNF318,SLC13A3,1,1
ZNF318,SLC1A5,1,1
ZNF318,SLC23A1,1,1
ZNF318,SLC25A10,1,1
ZNF318,SLC26A8,1,1
ZNF318,SLC2A1,1,1
ZNF318,SLC35A5,1,1
ZNF318,SLC35E2A,1,1
ZNF318,SLC38A1,1,1
ZNF318,SLC39A8,1,1
ZNF318,SLC3A2,1,1
ZNF318,SLC41A2,1,1
ZNF318,SLC45A4,1,1
ZNF318,SLC48A1,1,1
ZNF318,SLC4A1AP,1,1
ZNF318,SLC51A,1,1
ZNF318,SLC67A1,1,1
ZNF318,SLC6A6,1,1
ZNF318,SLC7A11,1,1
ZNF318,SLC7A8,1,1
ZNF318,SLC9A1,1,1
ZNF318,SLEAR,1,1
ZNF318,SMAP2,1,1
ZNF318,SMARCA2,1,1
ZNF318,SMARCE1,1,1
ZNF318,SMG1P1,1,1
ZNF318,SMG7,1,1
ZNF318,SMG7-AS1,1,1
ZNF318,SMIM20,1,1
ZNF318,SNHG25,1,1
ZNF318,SNORA21,1,1
ZNF318,SNORA50C,1,1
ZNF318,SNORA7A,1,1
ZNF318,SNORD104,1,1
ZNF318,SNORD118,1,1
ZNF318,SNORD13,1,1
ZNF318,SNORD15A,1,1
ZNF318,SNORD3J,1,1
ZNF318,SNORD43,1,1
ZNF318,SNORD58A,1,1
ZNF318,SNORD58B,1,1
ZNF318,SNORD68,1,1
ZNF318,SNORD84,1,1
ZNF318,SNORD95,1,1
ZNF318,SNRPB,1,1
ZNF318,SNRPE,1,1
ZNF318,SNX29P2,1,1
ZNF318,SNX8,1,1
ZNF318,SOCS1,1,1
ZNF318,SOCS2,1,1
ZNF318,SORBS1,1,1
ZNF318,SP110,1,1
ZNF318,SP140L,1,1
ZNF318,SPATA1,1,1
ZNF318,SPINK4,1,1
ZNF318,SPRED2,1,1
ZNF318,SPTA1,1,1
ZNF318,SQSTM1,1,1
ZNF318,SRD5A3-AS1,1,1
ZNF318,SREBF1,1,1
ZNF318,SREBF2,1,1
ZNF318,SRP72,1,1
ZNF318,SRRT,1,1
ZNF318,SRSF3,1,1
ZNF318,SRXN1,1,1
ZNF318,SSBP2,1,1
ZNF318,SSC5D,1,1
ZNF318,SSR4P1,1,1
ZNF318,ST13,1,1
ZNF318,ST7,1,1
ZNF318,ST7-AS1,1,1
ZNF318,ST7-OT4,1,1
ZNF318,STAG2,1,1
ZNF318,STAG2-AS1,1,1
ZNF318,STAT1,1,1
ZNF318,STAT2,1,1
ZNF318,STAT6,1,1
ZNF318,STK40,1,1
ZNF318,STON2,1,1
ZNF318,STRIP1,1,1
ZNF318,STX4,1,1
ZNF318,SUCLA2,1,1
ZNF318,SUGP2,1,1
ZNF318,SUPT7L,1,1
ZNF318,SYF2,1,1
ZNF318,SYNGAP1,1,1
ZNF318,SZT2,1,1
ZNF318,TACC3,1,1
ZNF318,TAGLN2,1,1
ZNF318,TAP1,1,1
ZNF318,TAPBPL,1,1
ZNF318,TBC1D13,1,1
ZNF318,TBC1D16,1,1
ZNF318,TBC1D25,1,1
ZNF318,TBC1D4,1,1
ZNF318,TBKBP1,1,1
ZNF318,TBL1X,1,1
ZNF318,TCAM1P,1,1
ZNF318,TCF3,1,1
ZNF318,TCP11L2,1,1
ZNF318,TDH,1,1
ZNF318,TENT5B,1,1
ZNF318,TEPSIN,1,1
ZNF318,TFAP4,1,1
ZNF318,TFE3,1,1
ZNF318,TFRC,1,1
ZNF318,TGIF1,1,1
ZNF318,THADA,1,1
ZNF318,THAP4,1,1
ZNF318,THAP8,1,1
ZNF318,THAP9,1,1
ZNF318,THAP9-AS1,1,1
ZNF318,THUMPD3-AS1,1,1
ZNF318,TIMM17A,1,1
ZNF318,TIMM9,1,1
ZNF318,TM2D3,1,1
ZNF318,TM4SF19,1,1
ZNF318,TM4SF19-DYNLT2B,1,1
ZNF318,TM9SF4,1,1
ZNF318,TMBIM1,1,1
ZNF318,TMEM116,1,1
ZNF318,TMEM132A,1,1
ZNF318,TMEM140,1,1
ZNF318,TMEM144,1,1
ZNF318,TMEM18,1,1
ZNF318,TMEM18-DT,1,1
ZNF318,TMEM208,1,1
ZNF318,TMEM248,1,1
ZNF318,TMEM259,1,1
ZNF318,TMEM260,1,1
ZNF318,TMEM87B,1,1
ZNF318,TMSB10,1,1
ZNF318,TMSB4X,1,1
ZNF318,TNFAIP3,1,1
ZNF318,TNFAIP8L1,1,1
ZNF318,TNFRSF10B,1,1
ZNF318,TNFRSF19,1,1
ZNF318,TNK2-AS1,1,1
ZNF318,TNPO2,1,1
ZNF318,TNRC6C,1,1
ZNF318,TNS1,1,1
ZNF318,TPM4,1,1
ZNF318,TPP1,1,1
ZNF318,TRA2B,1,1
ZNF318,TRAJ7,1,1
ZNF318,TRAPPC14,1,1
ZNF318,TRAPPC9,1,1
ZNF318,TRIB1,1,1
ZNF318,TRIB3,1,1
ZNF318,TRIM11,1,1
ZNF318,TRIM2,1,1
ZNF318,TRIM25,1,1
ZNF318,TRIM69,1,1
ZNF318,TRIP6,1,1
ZNF318,TRMT1,1,1
ZNF318,TRPV2,1,1
ZNF318,TSC1,1,1
ZNF318,TSC22D4,1,1
ZNF318,TSPAN16-AS1,1,1
ZNF318,TSR2,1,1
ZNF318,TTC39A,1,1
ZNF318,TTI2,1,1
ZNF318,TUBB2A,1,1
ZNF318,TUBGCP3,1,1
ZNF318,TVP23B,1,1
ZNF318,TXN,1,1
ZNF318,U2SURP,1,1
ZNF318,UBC,1,1
ZNF318,UBE2I,1,1
ZNF318,UBE2I-AS1,1,1
ZNF318,UBE2O,1,1
ZNF318,UBE2Q2P13,1,1
ZNF318,UBXN6,1,1
ZNF318,UFSP2,1,1
ZNF318,UNKL,1,1
ZNF318,USF2,1,1
ZNF318,USP36,1,1
ZNF318,USP49,1,1
ZNF318,USP9X,1,1
ZNF318,VAMP2,1,1
ZNF318,VAT1,1,1
ZNF318,VIM,1,1
ZNF318,VMP1,1,1
ZNF318,VPS52,1,1
ZNF318,VPS54,1,1
ZNF318,VTI1A,1,1
ZNF318,VWA8,1,1
ZNF318,WASHC2A,1,1
ZNF318,WASHC2C,1,1
ZNF318,WDR1,1,1
ZNF318,WDR36,1,1
ZNF318,WDR43,1,1
ZNF318,WDR45,1,1
ZNF318,WDR53,1,1
ZNF318,WDR62,1,1
ZNF318,WDR74,1,1
ZNF318,WDR76,1,1
ZNF318,WRNIP1,1,1
ZNF318,WWC2-AS1,1,1
ZNF318,XPNPEP3,1,1
ZNF318,XPO6,1,1
ZNF318,XXYLT1-AS2,1,1
ZNF318,YARS1,1,1
ZNF318,YBX3,1,1
ZNF318,YPEL3,1,1
ZNF318,YPEL5,1,1
ZNF318,YTHDF2,1,1
ZNF318,YWHAE,1,1
ZNF318,YWHAQ,1,1
