statistic,source,condition,score,p_value,comparison
ulm,SRPK1,avg_log2FC,-0.61623120214306,0.537816423262044,Micro-PVM_Frontal
ulm,SRPK2,avg_log2FC,0.207718695177797,0.835471081590336,Micro-PVM_Frontal
ulm,SRSF9,avg_log2FC,-2.4742393424081,0.0134395697419289,Micro-PVM_Frontal
ulm,SS18_SSX1_FUSION_UNIPROT_Q8IZH1_UNREVIEWED,avg_log2FC,-0.390006190988469,0.696576078404937,Micro-PVM_Frontal
ulm,SUMO1,avg_log2FC,0.577579713651163,0.56361696025708,Micro-PVM_Frontal
ulm,SUPT16H,avg_log2FC,0.93251286771702,0.35119108907085,Micro-PVM_Frontal
ulm,SUPT20H,avg_log2FC,0.965385796181043,0.334475578358052,Micro-PVM_Frontal
ulm,TAF9B,avg_log2FC,0.797072688626408,0.425509307307589,Micro-PVM_Frontal
ulm,TAFAZZIN,avg_log2FC,-1.2217714415672,0.221947000491987,Micro-PVM_Frontal
ulm,TASOR,avg_log2FC,0.558214819547365,0.576764066387828,Micro-PVM_Frontal
ulm,TBPL1,avg_log2FC,0.656467341158992,0.511603687418801,Micro-PVM_Frontal
ulm,TBX1,avg_log2FC,0.790271192424895,0.429468917741104,Micro-PVM_Frontal
ulm,TBX3,avg_log2FC,0.988194468720181,0.323184376781994,Micro-PVM_Frontal
ulm,TEAD2,avg_log2FC,0.491582570418564,0.62307176242508,Micro-PVM_Frontal
ulm,TERF1,avg_log2FC,1.75498751033591,0.0794240585855525,Micro-PVM_Frontal
ulm,TERF2,avg_log2FC,0.372602242784237,0.709486436338006,Micro-PVM_Frontal
ulm,TERT,avg_log2FC,1.1077900797288,0.268093967760498,Micro-PVM_Frontal
ulm,TET1,avg_log2FC,0.505330455722014,0.613385895971594,Micro-PVM_Frontal
ulm,TFCP2,avg_log2FC,0.551030032845008,0.581678458641012,Micro-PVM_Frontal
ulm,TFEB,avg_log2FC,0.605450028207634,0.544952981284137,Micro-PVM_Frontal
ulm,THRA,avg_log2FC,-1.51132111374624,0.130874449828404,Micro-PVM_Frontal
ulm,TOP2B,avg_log2FC,1.00976553752445,0.312737368957302,Micro-PVM_Frontal
ulm,TOX4,avg_log2FC,-0.780437234032332,0.435231651676567,Micro-PVM_Frontal
ulm,TSHZ1,avg_log2FC,1.05625459521912,0.290987408514996,Micro-PVM_Frontal
ulm,UBE2I,avg_log2FC,0.912398620021017,0.361675711929611,Micro-PVM_Frontal
ulm,UBN1,avg_log2FC,-1.63972876208346,0.101228610869671,Micro-PVM_Frontal
ulm,WDHD1,avg_log2FC,-0.196346280441586,0.844360327241987,Micro-PVM_Frontal
ulm,WIZ,avg_log2FC,-1.16051868403474,0.245984801137836,Micro-PVM_Frontal
ulm,WRNIP1,avg_log2FC,0.966839438014598,0.333748463668846,Micro-PVM_Frontal
ulm,XPO1,avg_log2FC,1.05400712905215,0.29201487672742,Micro-PVM_Frontal
ulm,YBX1,avg_log2FC,-0.147863683527812,0.88246618040454,Micro-PVM_Frontal
ulm,ZA_UNIPROT_Q9UM89_UNREVIEWED_GENES,avg_log2FC,0.705654315290092,0.480490424203038,Micro-PVM_Frontal
ulm,ZBED4,avg_log2FC,0.696077774707935,0.486466029295089,Micro-PVM_Frontal
ulm,ZBED5,avg_log2FC,-0.0487140453555692,0.961152348765411,Micro-PVM_Frontal
ulm,ZBTB1,avg_log2FC,-1.36489428306632,0.172449340768551,Micro-PVM_Frontal
ulm,ZBTB12,avg_log2FC,-0.258117808335905,0.796344195400872,Micro-PVM_Frontal
ulm,ZBTB18,avg_log2FC,1.66311603493715,0.0964556248906173,Micro-PVM_Frontal
ulm,ZBTB44,avg_log2FC,0.70667644131716,0.479855007010879,Micro-PVM_Frontal
ulm,ZBTB5,avg_log2FC,-0.208940357061121,0.834517398561626,Micro-PVM_Frontal
ulm,ZC3H11A,avg_log2FC,0.424979526001473,0.670900156965908,Micro-PVM_Frontal
ulm,ZFHX3,avg_log2FC,1.12847267523999,0.259264103999524,Micro-PVM_Frontal
ulm,ZFP28,avg_log2FC,-0.438849393155168,0.660821015842245,Micro-PVM_Frontal
ulm,ZFP3,avg_log2FC,-1.63900215257398,0.101379863348693,Micro-PVM_Frontal
ulm,ZFP36L1,avg_log2FC,-0.0757423902146705,0.939632096292858,Micro-PVM_Frontal
ulm,ZFP91,avg_log2FC,-1.12804698350441,0.25944378505469,Micro-PVM_Frontal
ulm,ZIM3,avg_log2FC,-1.24855534379583,0.211982963852529,Micro-PVM_Frontal
ulm,ZMYM2,avg_log2FC,-1.23035756497476,0.218716915195186,Micro-PVM_Frontal
ulm,ZMYND11,avg_log2FC,1.22585279225031,0.220407364093117,Micro-PVM_Frontal
ulm,ZNF10,avg_log2FC,-1.04400711080412,0.2966161075925,Micro-PVM_Frontal
ulm,ZNF101,avg_log2FC,-0.881296135912894,0.378270031605965,Micro-PVM_Frontal
ulm,ZNF133,avg_log2FC,1.3648370294445,0.172467335943734,Micro-PVM_Frontal
ulm,ZNF134,avg_log2FC,0.40847154082906,0.682973965448804,Micro-PVM_Frontal
ulm,ZNF140,avg_log2FC,-0.114456608927737,0.908888043860919,Micro-PVM_Frontal
ulm,ZNF146,avg_log2FC,1.35510384164599,0.17554701042925,Micro-PVM_Frontal
ulm,ZNF16,avg_log2FC,-1.40234502918711,0.160977074666252,Micro-PVM_Frontal
ulm,ZNF165,avg_log2FC,0.489553222853244,0.624507107735654,Micro-PVM_Frontal
ulm,ZNF169,avg_log2FC,-0.0383381544603437,0.969422134247663,Micro-PVM_Frontal
ulm,ZNF175,avg_log2FC,-0.783688576046627,0.433321429363541,Micro-PVM_Frontal
ulm,ZNF184,avg_log2FC,-0.801574905061266,0.422900036791725,Micro-PVM_Frontal
ulm,ZNF197,avg_log2FC,-0.652032846787432,0.514459561902028,Micro-PVM_Frontal
ulm,ZNF2,avg_log2FC,0.328529636634517,0.742547769781117,Micro-PVM_Frontal
ulm,ZNF202,avg_log2FC,0.297474060931489,0.766137422393032,Micro-PVM_Frontal
ulm,ZNF213,avg_log2FC,0.283260452290684,0.777008328051682,Micro-PVM_Frontal
ulm,ZNF22,avg_log2FC,-0.783976948416756,0.433152240002589,Micro-PVM_Frontal
ulm,ZNF223,avg_log2FC,-2.18480372388142,0.0290261489469812,Micro-PVM_Frontal
ulm,ZNF224,avg_log2FC,-0.753431897087112,0.451284613144689,Micro-PVM_Frontal
ulm,ZNF236,avg_log2FC,0.0840996110358959,0.932986173532922,Micro-PVM_Frontal
ulm,ZNF239,avg_log2FC,-0.559883751890334,0.575625327011527,Micro-PVM_Frontal
ulm,ZNF250,avg_log2FC,2.06458865089721,0.0390985878287053,Micro-PVM_Frontal
ulm,ZNF257,avg_log2FC,0.115418955197788,0.908125361726472,Micro-PVM_Frontal
ulm,ZNF260,avg_log2FC,1.7056467367411,0.0882387913602015,Micro-PVM_Frontal
ulm,ZNF274,avg_log2FC,-1.20363038136421,0.22888376274571,Micro-PVM_Frontal
